episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
219,32.4175,291,3.4,0.460,0.3100,63,0.025,0.45,-0.81,0.0646,0.1712,0.000,7.8
220,39.8249,329,3.1,0.500,0.3038,65,0.024,0.51,-0.75,0.0589,0.1719,0.000,7.8
221,42.6762,322,3.4,0.440,0.3053,67,0.023,0.49,-0.84,0.0616,0.1738,0.012,7.8
222,30.7455,339,3.4,0.480,0.2955,61,0.026,0.52,-0.78,0.0709,0.1706,0.011,7.9
223,30.0078,323,3.5,0.490,0.2986,66,0.024,0.50,-0.77,0.0669,0.1748,0.011,7.9
224,31.1938,319,3.3,0.470,0.3070,62,0.025,0.49,-0.80,0.0615,0.1754,0.023,8.0
225,21.6198,303,3.3,0.490,0.3092,62,0.025,0.47,-0.77,0.0635,0.1756,0.023,8.0
226,19.8679,238,3.5,0.460,0.3150,65,0.024,0.37,-0.81,0.0633,0.1796,0.011,8.0
227,30.0492,287,3.4,0.450,0.3229,63,0.025,0.44,-0.83,0.0628,0.1793,0.023,7.9
228,36.2420,372,3.4,0.470,0.3132,68,0.023,0.57,-0.80,0.0653,0.1769,0.037,7.9
229,36.2744,334,3.2,0.500,0.3068,71,0.022,0.51,-0.75,0.0655,0.1722,0.035,7.8
230,44.6816,356,3.1,0.400,0.3150,68,0.023,0.55,-0.90,0.0628,0.1730,0.036,7.8
231,28.9960,346,3.2,0.610,0.3220,69,0.023,0.53,-0.58,0.0681,0.1737,0.035,7.8
232,40.5170,355,3.4,0.350,0.3232,68,0.023,0.55,-0.98,0.0633,0.1801,0.036,7.8
233,29.9818,323,3.3,0.560,0.3289,68,0.023,0.50,-0.66,0.0614,0.1977,0.059,7.8
234,32.9637,326,3.3,0.390,0.3376,64,0.024,0.50,-0.92,0.0640,0.1957,0.060,7.9
235,32.5691,297,3.3,0.550,0.3420,61,0.026,0.46,-0.67,0.0675,0.1968,0.024,7.8
236,30.7897,332,3.4,0.400,0.3436,70,0.022,0.51,-0.90,0.0618,0.1969,0.024,7.9
237,28.3017,309,3.4,0.510,0.3470,67,0.023,0.48,-0.73,0.0627,0.2001,0.025,7.9
238,31.8372,348,3.2,0.420,0.3462,64,0.024,0.54,-0.87,0.0599,0.1881,0.013,7.8
239,24.9776,329,3.3,0.530,0.3490,60,0.026,0.50,-0.70,0.0643,0.1797,0.013,7.8
240,33.8364,285,3.4,0.430,0.3475,60,0.026,0.44,-0.86,0.0610,0.1762,0.012,7.8
241,23.8883,304,3.2,0.510,0.3606,65,0.024,0.47,-0.73,0.0626,0.1791,0.025,7.9
242,40.8514,339,3.3,0.440,0.3579,58,0.027,0.52,-0.84,0.0677,0.1658,0.037,7.9
243,26.8064,325,3.3,0.510,0.3493,68,0.023,0.50,-0.73,0.0653,0.1624,0.053,7.9
244,23.7656,258,3.5,0.410,0.3635,70,0.022,0.40,-0.89,0.0623,0.1687,0.053,7.9
